"job_role","required_skills","project_name","project_description","project_github_link","certification_name","certification_provider","certification_link"
"Cloud Security Engineer","Cloud Architecture Security, IAM, Network Security (VPCs, Security Groups), Data Protection, Compliance, Infrastructure as Code Security, Container Security, Python, Go, Bash, Terraform, CloudFormation, Kubernetes, Open Policy Agent (OPA)","CI/CD Pipeline with Integrated Security Scans","Set up a CI/CD pipeline (e.g., Jenkins, GitLab CI/CD) that includes automated security checks such as SAST (SonarQube), DAST (OWASP ZAP), IaC scanning (Checkov), and container image scanning (Clair, Trivy) for a sample application.","https://github.com/devsecops/awesome-devsecops","Microsoft Certified: Azure Security Engineer Associate (AZ-500)","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-security-engineer/"
"Cloud Security Engineer","Cloud Architecture Security, IAM, Network Security (VPCs, Security Groups), Data Protection, Compliance, Infrastructure as Code Security, Container Security, Python, Go, Bash, Terraform, CloudFormation, Kubernetes, Open Policy Agent (OPA)","IAM Policy Analyzer and Hardener","Develop a Python script using cloud provider SDKs (Boto3 for AWS, Azure SDK) to analyze existing IAM policies for overly permissive permissions, identify unused roles/users, and suggest least-privilege configurations.","https://github.com/salesforce/policy_sentry","Google Cloud Professional Cloud Security Engineer","Google Cloud","https://cloud.google.com/certification/cloud-security-engineer"
"Cloud Security Engineer","Cloud Architecture Security, IAM, Network Security (VPCs, Security Groups), Data Protection, Compliance, Infrastructure as Code Security, Container Security, Python, Go, Bash, Terraform, CloudFormation, Kubernetes, Open Policy Agent (OPA)","Serverless Application Security Hardening","Build a serverless application (e.g., AWS Lambda, API Gateway) and implement security best practices including input validation, least-privilege Lambda roles, secure API Gateway configurations, and logging to a SIEM.","https://github.com/serverless-stack/serverless-stack","(ISC)² CCSP (Certified Cloud Security Professional)","(ISC)²","https://www.isc2.org/Certifications/CCSP"
"Cloud Security Engineer","Cloud Architecture Security, IAM, Network Security (VPCs, Security Groups), Data Protection, Compliance, Infrastructure as Code Security, Container Security, Python, Go, Bash, Terraform, CloudFormation, Kubernetes, Open Policy Agent (OPA)","Kubernetes Cluster Security Hardening","Deploy a Kubernetes cluster (e.g., K3s, Minikube) and apply security best practices: implement network policies, secure API server access, integrate secrets management (HashiCorp Vault), and use a Pod Security Standard.","https://github.com/kubernetes/security-profiles-operator","Certified Kubernetes Security Specialist (CKS)","Linux Foundation","https://training.linuxfoundation.org/certification/certified-kubernetes-security-specialist-cks/"
"Cloud Security Engineer","Cloud Architecture Security, IAM, Network Security (VPCs, Security Groups), Data Protection, Compliance, Infrastructure as Code Security, Container Security, Python, Go, Bash, Terraform, CloudFormation, Kubernetes, Open Policy Agent (OPA)","Cloud Security Posture Management (CSPM) Automation","Integrate an open-source CSPM tool like Prowler or ScoutSuite into a cloud environment. Automate daily scans, send reports to a notification channel, and use its findings to remediate misconfigurations via scripting.","https://github.com/cloudsecurityalliance/cspm-guidance","Certificate of Cloud Security Knowledge (CCSK)","Cloud Security Alliance (CSA)","https://cloudsecurityalliance.org/education/ccsk/"
"Application Security Engineer","Web Application Security, API Security, Mobile App Security, SAST, DAST, IAST, Threat Modeling, Vulnerability Management, Secure SDLC, Cloud Security, Python, Java, JavaScript, Go, C#, Shell Scripting, OWASP ZAP, Burp Suite, Nmap, Metasploit, Nessus, OpenVAS","Secure REST API with Authentication & Authorization","Develop a multi-user REST API using Python (Flask/Django) or Java (Spring Boot) implementing robust authentication (JWT) and authorization mechanisms, input validation, and secure error handling, demonstrating protection against common API vulnerabilities.","https://github.com/secure-api-templates/python-jwt-auth-api-template","CompTIA Security+","CompTIA","https://www.comptia.org/certifications/security"
"Application Security Engineer","Web Application Security, API Security, Mobile App Security, SAST, DAST, IAST, Threat Modeling, Vulnerability Management, Secure SDLC, Cloud Security, Python, Java, JavaScript, Go, C#, Shell Scripting, OWASP ZAP, Burp Suite, Nmap, Metasploit, Nessus, OpenVAS","OWASP Top 10 Vulnerable Web Application & Fixes","Create a deliberately vulnerable web application (e.g., using DVWA or WebGoat as inspiration) in Node.js or PHP, identify and exploit OWASP Top 10 vulnerabilities, and then implement secure coding practices to fix them, documenting the process.","https://github.com/appsec-learning/vulnerable-webapp-exploits-fixes","(ISC)² CSSLP - Certified Secure Software Lifecycle Professional","(ISC)²","https://www.isc2.org/Certifications/CSSLP"
"Application Security Engineer","Web Application Security, API Security, Mobile App Security, SAST, DAST, IAST, Threat Modeling, Vulnerability Management, Secure SDLC, Cloud Security, Python, Java, JavaScript, Go, C#, Shell Scripting, OWASP ZAP, Burp Suite, Nmap, Metasploit, Nessus, OpenVAS","Automated DevSecOps Pipeline for a Microservice","Design and implement a CI/CD pipeline using Jenkins, GitHub Actions, or GitLab CI/CD for a simple microservice. Integrate SAST (e.g., SonarQube), DAST (e.g., OWASP ZAP), and dependency scanning tools to automate security checks at each stage.","https://github.com/devsecops-templates/microservice-cicd-pipeline","GIAC GWAPT - GIAC Web Application Penetration Tester","GIAC (SANS)","https://www.giac.org/certifications/web-application-penetration-tester-gwapt/"
"Application Security Engineer","Web Application Security, API Security, Mobile App Security, SAST, DAST, IAST, Threat Modeling, Vulnerability Management, Secure SDLC, Cloud Security, Python, Java, JavaScript, Go, C#, Shell Scripting, OWASP ZAP, Burp Suite, Nmap, Metasploit, Nessus, OpenVAS","Mobile Application Security Assessment Tool","Develop a script or small tool using Python that automates basic security checks for Android or iOS applications, such as identifying insecure configurations, checking permissions, or scanning for hardcoded secrets in the APK/IPA.","https://github.com/mobile-appsec/android-security-analyzer-script","eJPTv2 - eLearnSecurity Junior Penetration Tester","eLearnSecurity (INE)","https://ine.com/certifications/ejpt-v2"
"Application Security Engineer","Web Application Security, API Security, Mobile App Security, SAST, DAST, IAST, Threat Modeling, Vulnerability Management, Secure SDLC, Cloud Security, Python, Java, JavaScript, Go, C#, Shell Scripting, OWASP ZAP, Burp Suite, Nmap, Metasploit, Nessus, OpenVAS","Cloud Native Application with Security Best Practices","Deploy a containerized web application to AWS ECS/EKS or GCP GKE, ensuring security best practices like least privilege IAM roles, network segmentation, secrets management (AWS Secrets Manager/GCP Secret Manager), and container image scanning.","https://github.com/cloud-native-security-templates/ecs-app-security-boilerplate","AWS Certified Security - Specialty","Amazon Web Services (AWS)","https://aws.amazon.com/certification/certified-security-specialty/"
"Application Security Engineer","Web Application Security, API Security, Mobile App Security, SAST, DAST, IAST, Threat Modeling, Vulnerability Management, Secure SDLC, Cloud Security, Python, Java, JavaScript, Go, C#, Shell Scripting, OWASP ZAP, Burp Suite, Nmap, Metasploit, Nessus, OpenVAS","Threat Modeling and Security Design for a New Feature","Conduct a comprehensive threat model (e.g., using STRIDE methodology) for a proposed new feature in an existing application (e.g., payment processing or user profile management). Document identified threats, vulnerabilities, and recommended security controls.","https://github.com/threat-modeling-examples/payment-feature-threat-model-template","Certified Application Security Engineer (CASE)","EC-Council","https://www.eccouncil.org/programs/certified-application-security-engineer-case/"
"Android Developer","Kotlin, Java, Android SDK, Android Jetpack, UI/UX Design, RESTful APIs, MVVM Architecture, Room Database, Git, Gradle, Kotlin, Java, Android Jetpack (Compose, ViewModel, LiveData, Room, Hilt/Dagger), Retrofit, Glide, OkHttp, Mockito, Espresso","Dynamic Weather Forecast App","Develop an Android application that displays real-time weather forecasts for multiple locations using a public weather API (e.g., OpenWeatherMap). Implement MVVM architecture, Retrofit for network calls, Room for caching, and Jetpack Compose for the UI.","https://github.com/android-templates/compose-weather-app","Associate Android Developer Certification","Google Developers","https://developers.google.com/training/android/certification"
"Android Developer","Kotlin, Java, Android SDK, Android Jetpack, UI/UX Design, RESTful APIs, MVVM Architecture, Room Database, Git, Gradle, Kotlin, Java, Android Jetpack (Compose, ViewModel, LiveData, Room, Hilt/Dagger), Retrofit, Glide, OkHttp, Mockito, Espresso","Productivity Task Manager with Reminder","Build a task management application where users can add, edit, delete, and mark tasks as complete. Features include local data persistence with Room database, notifications for reminders, and a clean Material Design UI using XML or Compose.","https://github.com/android-templates/room-task-manager-app","Professional Android Developer Specialization","Google (via Coursera)","https://www.coursera.org/specializations/android-app-development"
"Android Developer","Kotlin, Java, Android SDK, Android Jetpack, UI/UX Design, RESTful APIs, MVVM Architecture, Room Database, Git, Gradle, Kotlin, Java, Android Jetpack (Compose, ViewModel, LiveData, Room, Hilt/Dagger), Retrofit, Glide, OkHttp, Mockito, Espresso","E-commerce Product Catalog with Filtering","Create an e-commerce-style application displaying a list of products fetched from a dummy API. Implement image loading with Glide, search, filtering capabilities (by category, price), and detailed product views following modern UI patterns.","https://github.com/android-templates/ecommerce-catalog-app","Kotlin Certified Associate Developer (KCAD)","JetBrains","https://kotlinlang.org/education/certification/"
